area_code,area_name,gender,year,population_estimate
S92000003,Scotland,All,1981,5180200
S92000003,Scotland,All,1982,5164540
S92000003,Scotland,All,1983,5148120
S92000003,Scotland,All,1984,5138880
S92000003,Scotland,All,1985,5127890
S92000003,Scotland,All,1986,5111760
S92000003,Scotland,All,1987,5099020
S92000003,Scotland,All,1988,5077440
S92000003,Scotland,All,1989,5078190
S92000003,Scotland,All,1990,5081270
S92000003,Scotland,All,1991,5083330
S92000003,Scotland,All,1992,5085620
S92000003,Scotland,All,1993,5092460
S92000003,Scotland,All,1994,5102210
S92000003,Scotland,All,1995,5103690
S92000003,Scotland,All,1996,5092190
S92000003,Scotland,All,1997,5083340
S92000003,Scotland,All,1998,5077070
S92000003,Scotland,All,1999,5071950
S92000003,Scotland,All,2000,5062940
S92000003,Scotland,All,2001,5064200
S92000003,Scotland,All,2002,5066000
S92000003,Scotland,All,2003,5068500
S92000003,Scotland,All,2004,5084300
S92000003,Scotland,All,2005,5110200
S92000003,Scotland,All,2006,5133000
S92000003,Scotland,All,2007,5170000
S92000003,Scotland,All,2008,5202900
S92000003,Scotland,All,2009,5231900
S92000003,Scotland,All,2010,5262200
S92000003,Scotland,All,2011,5299900
S92000003,Scotland,All,2012,5313600
S92000003,Scotland,All,2013,5327700
S92000003,Scotland,All,2014,5347600
S92000003,Scotland,All,2015,5373000
S92000003,Scotland,All,2016,5404700
S92000003,Scotland,All,2017,5424800
S92000003,Scotland,All,2018,5438100
S92000003,Scotland,All,2019,5463300
S08000015,Ayrshire and Arran,All,1981,377854
S08000015,Ayrshire and Arran,All,1982,376850
S08000015,Ayrshire and Arran,All,1983,376300
S08000015,Ayrshire and Arran,All,1984,376250
S08000015,Ayrshire and Arran,All,1985,375590
S08000015,Ayrshire and Arran,All,1986,375420
S08000015,Ayrshire and Arran,All,1987,375470
S08000015,Ayrshire and Arran,All,1988,374900
S08000015,Ayrshire and Arran,All,1989,375120
S08000015,Ayrshire and Arran,All,1990,375220
S08000015,Ayrshire and Arran,All,1991,375200
S08000015,Ayrshire and Arran,All,1992,374610
S08000015,Ayrshire and Arran,All,1993,374480
S08000015,Ayrshire and Arran,All,1994,374350
S08000015,Ayrshire and Arran,All,1995,374210
S08000015,Ayrshire and Arran,All,1996,373150
S08000015,Ayrshire and Arran,All,1997,372750
S08000015,Ayrshire and Arran,All,1998,371790
S08000015,Ayrshire and Arran,All,1999,370560
S08000015,Ayrshire and Arran,All,2000,368770
S08000015,Ayrshire and Arran,All,2001,368290
S08000015,Ayrshire and Arran,All,2002,367500
S08000015,Ayrshire and Arran,All,2003,367710
S08000015,Ayrshire and Arran,All,2004,368550
S08000015,Ayrshire and Arran,All,2005,369000
S08000015,Ayrshire and Arran,All,2006,369330
S08000015,Ayrshire and Arran,All,2007,370750
S08000015,Ayrshire and Arran,All,2008,372120
S08000015,Ayrshire and Arran,All,2009,372430
S08000015,Ayrshire and Arran,All,2010,372810
S08000015,Ayrshire and Arran,All,2011,373760
S08000015,Ayrshire and Arran,All,2012,373220
S08000015,Ayrshire and Arran,All,2013,372240
S08000015,Ayrshire and Arran,All,2014,371140
S08000015,Ayrshire and Arran,All,2015,370590
S08000015,Ayrshire and Arran,All,2016,370560
S08000015,Ayrshire and Arran,All,2017,370410
S08000015,Ayrshire and Arran,All,2018,369670
S08000015,Ayrshire and Arran,All,2019,369360
S08000016,Borders,All,1981,101256
S08000016,Borders,All,1982,101080
S08000016,Borders,All,1983,101050
S08000016,Borders,All,1984,101230
S08000016,Borders,All,1985,101610
S08000016,Borders,All,1986,101580
S08000016,Borders,All,1987,101860
S08000016,Borders,All,1988,102130
S08000016,Borders,All,1989,102600
S08000016,Borders,All,1990,103370
S08000016,Borders,All,1991,103830
S08000016,Borders,All,1992,104540
S08000016,Borders,All,1993,105040
S08000016,Borders,All,1994,105450
S08000016,Borders,All,1995,105940
S08000016,Borders,All,1996,105860
S08000016,Borders,All,1997,105960
S08000016,Borders,All,1998,106040
S08000016,Borders,All,1999,105810
S08000016,Borders,All,2000,106250
S08000016,Borders,All,2001,106950
S08000016,Borders,All,2002,107530
S08000016,Borders,All,2003,108390
S08000016,Borders,All,2004,109450
S08000016,Borders,All,2005,110250
S08000016,Borders,All,2006,110860
S08000016,Borders,All,2007,112200
S08000016,Borders,All,2008,113360
S08000016,Borders,All,2009,113590
S08000016,Borders,All,2010,113700
S08000016,Borders,All,2011,113880
S08000016,Borders,All,2012,113720
S08000016,Borders,All,2013,113880
S08000016,Borders,All,2014,114040
S08000016,Borders,All,2015,114030
S08000016,Borders,All,2016,114530
S08000016,Borders,All,2017,115020
S08000016,Borders,All,2018,115270
S08000016,Borders,All,2019,115510
S08000017,Dumfries and Galloway,All,1981,145502
S08000017,Dumfries and Galloway,All,1982,145350
S08000017,Dumfries and Galloway,All,1983,145310
S08000017,Dumfries and Galloway,All,1984,145360
S08000017,Dumfries and Galloway,All,1985,145420
S08000017,Dumfries and Galloway,All,1986,145170
S08000017,Dumfries and Galloway,All,1987,145220
S08000017,Dumfries and Galloway,All,1988,145360
S08000017,Dumfries and Galloway,All,1989,146710
S08000017,Dumfries and Galloway,All,1990,147150
S08000017,Dumfries and Galloway,All,1991,147170
S08000017,Dumfries and Galloway,All,1992,147650
S08000017,Dumfries and Galloway,All,1993,147940
S08000017,Dumfries and Galloway,All,1994,148130
S08000017,Dumfries and Galloway,All,1995,148520
S08000017,Dumfries and Galloway,All,1996,148520
S08000017,Dumfries and Galloway,All,1997,148520
S08000017,Dumfries and Galloway,All,1998,148740
S08000017,Dumfries and Galloway,All,1999,148230
S08000017,Dumfries and Galloway,All,2000,147540
S08000017,Dumfries and Galloway,All,2001,147780
S08000017,Dumfries and Galloway,All,2002,147670
S08000017,Dumfries and Galloway,All,2003,147860
S08000017,Dumfries and Galloway,All,2004,148700
S08000017,Dumfries and Galloway,All,2005,149620
S08000017,Dumfries and Galloway,All,2006,149770
S08000017,Dumfries and Galloway,All,2007,150370
S08000017,Dumfries and Galloway,All,2008,151010
S08000017,Dumfries and Galloway,All,2009,151160
S08000017,Dumfries and Galloway,All,2010,151100
S08000017,Dumfries and Galloway,All,2011,151410
S08000017,Dumfries and Galloway,All,2012,150840
S08000017,Dumfries and Galloway,All,2013,150280
S08000017,Dumfries and Galloway,All,2014,149960
S08000017,Dumfries and Galloway,All,2015,149670
S08000017,Dumfries and Galloway,All,2016,149520
S08000017,Dumfries and Galloway,All,2017,149200
S08000017,Dumfries and Galloway,All,2018,148790
S08000017,Dumfries and Galloway,All,2019,148860
S08000029,Fife,All,1981,341589
S08000029,Fife,All,1982,342300
S08000029,Fife,All,1983,343800
S08000029,Fife,All,1984,345300
S08000029,Fife,All,1985,345400
S08000029,Fife,All,1986,345490
S08000029,Fife,All,1987,345480
S08000029,Fife,All,1988,345170
S08000029,Fife,All,1989,345970
S08000029,Fife,All,1990,346970
S08000029,Fife,All,1991,347360
S08000029,Fife,All,1992,347910
S08000029,Fife,All,1993,349260
S08000029,Fife,All,1994,350190
S08000029,Fife,All,1995,349720
S08000029,Fife,All,1996,347430
S08000029,Fife,All,1997,346540
S08000029,Fife,All,1998,346540
S08000029,Fife,All,1999,347030
S08000029,Fife,All,2000,348340
S08000029,Fife,All,2001,349770
S08000029,Fife,All,2002,350740
S08000029,Fife,All,2003,351360
S08000029,Fife,All,2004,353050
S08000029,Fife,All,2005,355460
S08000029,Fife,All,2006,357260
S08000029,Fife,All,2007,358740
S08000029,Fife,All,2008,360040
S08000029,Fife,All,2009,361420
S08000029,Fife,All,2010,362610
S08000029,Fife,All,2011,365300
S08000029,Fife,All,2012,366210
S08000029,Fife,All,2013,366900
S08000029,Fife,All,2014,367250
S08000029,Fife,All,2015,368080
S08000029,Fife,All,2016,370330
S08000029,Fife,All,2017,371410
S08000029,Fife,All,2018,371910
S08000029,Fife,All,2019,373550
S08000019,Forth Valley,All,1981,273625
S08000019,Forth Valley,All,1982,273270
S08000019,Forth Valley,All,1983,272950
S08000019,Forth Valley,All,1984,272890
S08000019,Forth Valley,All,1985,272450
S08000019,Forth Valley,All,1986,271930
S08000019,Forth Valley,All,1987,272090
S08000019,Forth Valley,All,1988,271340
S08000019,Forth Valley,All,1989,271070
S08000019,Forth Valley,All,1990,271810
S08000019,Forth Valley,All,1991,271530
S08000019,Forth Valley,All,1992,271620
S08000019,Forth Valley,All,1993,272060
S08000019,Forth Valley,All,1994,272850
S08000019,Forth Valley,All,1995,273670
S08000019,Forth Valley,All,1996,274660
S08000019,Forth Valley,All,1997,275950
S08000019,Forth Valley,All,1998,276970
S08000019,Forth Valley,All,1999,278260
S08000019,Forth Valley,All,2000,278980
S08000019,Forth Valley,All,2001,279540
S08000019,Forth Valley,All,2002,280690
S08000019,Forth Valley,All,2003,282030
S08000019,Forth Valley,All,2004,283900
S08000019,Forth Valley,All,2005,286800
S08000019,Forth Valley,All,2006,288720
S08000019,Forth Valley,All,2007,291350
S08000019,Forth Valley,All,2008,293020
S08000019,Forth Valley,All,2009,294190
S08000019,Forth Valley,All,2010,296010
S08000019,Forth Valley,All,2011,298080
S08000019,Forth Valley,All,2012,299090
S08000019,Forth Valley,All,2013,299670
S08000019,Forth Valley,All,2014,300400
S08000019,Forth Valley,All,2015,302650
S08000019,Forth Valley,All,2016,304480
S08000019,Forth Valley,All,2017,305580
S08000019,Forth Valley,All,2018,306070
S08000019,Forth Valley,All,2019,306640
S08000020,Grampian,All,1981,484899
S08000020,Grampian,All,1982,490230
S08000020,Grampian,All,1983,494180
S08000020,Grampian,All,1984,497530
S08000020,Grampian,All,1985,500960
S08000020,Grampian,All,1986,503700
S08000020,Grampian,All,1987,503630
S08000020,Grampian,All,1988,502370
S08000020,Grampian,All,1989,506300
S08000020,Grampian,All,1990,508750
S08000020,Grampian,All,1991,513980
S08000020,Grampian,All,1992,521490
S08000020,Grampian,All,1993,527870
S08000020,Grampian,All,1994,532910
S08000020,Grampian,All,1995,533820
S08000020,Grampian,All,1996,532770
S08000020,Grampian,All,1997,530480
S08000020,Grampian,All,1998,528670
S08000020,Grampian,All,1999,528670
S08000020,Grampian,All,2000,527080
S08000020,Grampian,All,2001,525850
S08000020,Grampian,All,2002,527200
S08000020,Grampian,All,2003,529360
S08000020,Grampian,All,2004,531890
S08000020,Grampian,All,2005,536360
S08000020,Grampian,All,2006,541590
S08000020,Grampian,All,2007,548300
S08000020,Grampian,All,2008,553690
S08000020,Grampian,All,2009,559200
S08000020,Grampian,All,2010,564850
S08000020,Grampian,All,2011,569580
S08000020,Grampian,All,2012,573400
S08000020,Grampian,All,2013,579200
S08000020,Grampian,All,2014,584220
S08000020,Grampian,All,2015,587820
S08000020,Grampian,All,2016,588100
S08000020,Grampian,All,2017,586380
S08000020,Grampian,All,2018,584550
S08000020,Grampian,All,2019,585700
S08000031,Greater Glasgow and Clyde,All,1981,1294362
S08000031,Greater Glasgow and Clyde,All,1982,1281920
S08000031,Greater Glasgow and Clyde,All,1983,1268700
S08000031,Greater Glasgow and Clyde,All,1984,1257400
S08000031,Greater Glasgow and Clyde,All,1985,1246970
S08000031,Greater Glasgow and Clyde,All,1986,1237430
S08000031,Greater Glasgow and Clyde,All,1987,1225800
S08000031,Greater Glasgow and Clyde,All,1988,1212240
S08000031,Greater Glasgow and Clyde,All,1989,1202410
S08000031,Greater Glasgow and Clyde,All,1990,1193880
S08000031,Greater Glasgow and Clyde,All,1991,1189490
S08000031,Greater Glasgow and Clyde,All,1992,1180990
S08000031,Greater Glasgow and Clyde,All,1993,1174650
S08000031,Greater Glasgow and Clyde,All,1994,1170020
S08000031,Greater Glasgow and Clyde,All,1995,1162400
S08000031,Greater Glasgow and Clyde,All,1996,1154320
S08000031,Greater Glasgow and Clyde,All,1997,1145290
S08000031,Greater Glasgow and Clyde,All,1998,1140490
S08000031,Greater Glasgow and Clyde,All,1999,1134250
S08000031,Greater Glasgow and Clyde,All,2000,1126950
S08000031,Greater Glasgow and Clyde,All,2001,1126690
S08000031,Greater Glasgow and Clyde,All,2002,1122800
S08000031,Greater Glasgow and Clyde,All,2003,1116470
S08000031,Greater Glasgow and Clyde,All,2004,1112010
S08000031,Greater Glasgow and Clyde,All,2005,1110810
S08000031,Greater Glasgow and Clyde,All,2006,1108800
S08000031,Greater Glasgow and Clyde,All,2007,1112000
S08000031,Greater Glasgow and Clyde,All,2008,1116840
S08000031,Greater Glasgow and Clyde,All,2009,1122330
S08000031,Greater Glasgow and Clyde,All,2010,1127840
S08000031,Greater Glasgow and Clyde,All,2011,1135400
S08000031,Greater Glasgow and Clyde,All,2012,1137320
S08000031,Greater Glasgow and Clyde,All,2013,1137920
S08000031,Greater Glasgow and Clyde,All,2014,1142590
S08000031,Greater Glasgow and Clyde,All,2015,1149890
S08000031,Greater Glasgow and Clyde,All,2016,1161370
S08000031,Greater Glasgow and Clyde,All,2017,1169110
S08000031,Greater Glasgow and Clyde,All,2018,1174980
S08000031,Greater Glasgow and Clyde,All,2019,1183120
S08000022,Highland,All,1981,285851
S08000022,Highland,All,1982,285920
S08000022,Highland,All,1983,287460
S08000022,Highland,All,1984,288980
S08000022,Highland,All,1985,290610
S08000022,Highland,All,1986,291620
S08000022,Highland,All,1987,291670
S08000022,Highland,All,1988,292940
S08000022,Highland,All,1989,294340
S08000022,Highland,All,1990,295780
S08000022,Highland,All,1991,297310
S08000022,Highland,All,1992,297350
S08000022,Highland,All,1993,297910
S08000022,Highland,All,1994,299290
S08000022,Highland,All,1995,300170
S08000022,Highland,All,1996,300390
S08000022,Highland,All,1997,300280
S08000022,Highland,All,1998,300520
S08000022,Highland,All,1999,300840
S08000022,Highland,All,2000,300180
S08000022,Highland,All,2001,300220
S08000022,Highland,All,2002,300780
S08000022,Highland,All,2003,302570
S08000022,Highland,All,2004,305140
S08000022,Highland,All,2005,308400
S08000022,Highland,All,2006,311640
S08000022,Highland,All,2007,314790
S08000022,Highland,All,2008,316880
S08000022,Highland,All,2009,318200
S08000022,Highland,All,2010,319350
S08000022,Highland,All,2011,321660
S08000022,Highland,All,2012,319800
S08000022,Highland,All,2013,320980
S08000022,Highland,All,2014,320730
S08000022,Highland,All,2015,321000
S08000022,Highland,All,2016,321900
S08000022,Highland,All,2017,321990
S08000022,Highland,All,2018,321800
S08000022,Highland,All,2019,321700
S08000032,Lanarkshire,All,1981,651649
S08000032,Lanarkshire,All,1982,648790
S08000032,Lanarkshire,All,1983,646900
S08000032,Lanarkshire,All,1984,644620
S08000032,Lanarkshire,All,1985,641030
S08000032,Lanarkshire,All,1986,636700
S08000032,Lanarkshire,All,1987,635060
S08000032,Lanarkshire,All,1988,631730
S08000032,Lanarkshire,All,1989,631610
S08000032,Lanarkshire,All,1990,631520
S08000032,Lanarkshire,All,1991,629430
S08000032,Lanarkshire,All,1992,629060
S08000032,Lanarkshire,All,1993,628150
S08000032,Lanarkshire,All,1994,629050
S08000032,Lanarkshire,All,1995,628380
S08000032,Lanarkshire,All,1996,627060
S08000032,Lanarkshire,All,1997,626950
S08000032,Lanarkshire,All,1998,625510
S08000032,Lanarkshire,All,1999,624740
S08000032,Lanarkshire,All,2000,623660
S08000032,Lanarkshire,All,2001,623520
S08000032,Lanarkshire,All,2002,625290
S08000032,Lanarkshire,All,2003,627180
S08000032,Lanarkshire,All,2004,631060
S08000032,Lanarkshire,All,2005,633990
S08000032,Lanarkshire,All,2006,637190
S08000032,Lanarkshire,All,2007,641530
S08000032,Lanarkshire,All,2008,644590
S08000032,Lanarkshire,All,2009,647340
S08000032,Lanarkshire,All,2010,649460
S08000032,Lanarkshire,All,2011,651620
S08000032,Lanarkshire,All,2012,652220
S08000032,Lanarkshire,All,2013,652590
S08000032,Lanarkshire,All,2014,653300
S08000032,Lanarkshire,All,2015,654490
S08000032,Lanarkshire,All,2016,656490
S08000032,Lanarkshire,All,2017,658130
S08000032,Lanarkshire,All,2018,659200
S08000032,Lanarkshire,All,2019,661900
S08000024,Lothian,All,1981,749481
S08000024,Lothian,All,1982,748460
S08000024,Lothian,All,1983,744730
S08000024,Lothian,All,1984,744690
S08000024,Lothian,All,1985,743660
S08000024,Lothian,All,1986,740350
S08000024,Lothian,All,1987,741310
S08000024,Lothian,All,1988,739040
S08000024,Lothian,All,1989,742670
S08000024,Lothian,All,1990,745280
S08000024,Lothian,All,1991,745330
S08000024,Lothian,All,1992,744730
S08000024,Lothian,All,1993,747890
S08000024,Lothian,All,1994,752330
S08000024,Lothian,All,1995,758030
S08000024,Lothian,All,1996,760940
S08000024,Lothian,All,1997,764780
S08000024,Lothian,All,1998,767920
S08000024,Lothian,All,1999,771690
S08000024,Lothian,All,2000,776500
S08000024,Lothian,All,2001,779180
S08000024,Lothian,All,2002,779810
S08000024,Lothian,All,2003,778910
S08000024,Lothian,All,2004,781810
S08000024,Lothian,All,2005,787260
S08000024,Lothian,All,2006,792990
S08000024,Lothian,All,2007,801450
S08000024,Lothian,All,2008,808940
S08000024,Lothian,All,2009,816510
S08000024,Lothian,All,2010,825520
S08000024,Lothian,All,2011,836610
S08000024,Lothian,All,2012,843740
S08000024,Lothian,All,2013,849720
S08000024,Lothian,All,2014,858120
S08000024,Lothian,All,2015,867800
S08000024,Lothian,All,2016,880000
S08000024,Lothian,All,2017,889450
S08000024,Lothian,All,2018,897770
S08000024,Lothian,All,2019,907580
S08000025,Orkney,All,1981,19182
S08000025,Orkney,All,1982,19100
S08000025,Orkney,All,1983,19190
S08000025,Orkney,All,1984,19190
S08000025,Orkney,All,1985,19180
S08000025,Orkney,All,1986,19080
S08000025,Orkney,All,1987,19070
S08000025,Orkney,All,1988,19170
S08000025,Orkney,All,1989,19270
S08000025,Orkney,All,1990,19360
S08000025,Orkney,All,1991,19520
S08000025,Orkney,All,1992,19670
S08000025,Orkney,All,1993,19710
S08000025,Orkney,All,1994,19750
S08000025,Orkney,All,1995,19810
S08000025,Orkney,All,1996,19730
S08000025,Orkney,All,1997,19770
S08000025,Orkney,All,1998,19590
S08000025,Orkney,All,1999,19420
S08000025,Orkney,All,2000,19290
S08000025,Orkney,All,2001,19220
S08000025,Orkney,All,2002,19330
S08000025,Orkney,All,2003,19540
S08000025,Orkney,All,2004,19830
S08000025,Orkney,All,2005,20070
S08000025,Orkney,All,2006,20340
S08000025,Orkney,All,2007,20580
S08000025,Orkney,All,2008,20740
S08000025,Orkney,All,2009,20940
S08000025,Orkney,All,2010,21220
S08000025,Orkney,All,2011,21420
S08000025,Orkney,All,2012,21530
S08000025,Orkney,All,2013,21560
S08000025,Orkney,All,2014,21580
S08000025,Orkney,All,2015,21670
S08000025,Orkney,All,2016,21850
S08000025,Orkney,All,2017,22000
S08000025,Orkney,All,2018,22190
S08000025,Orkney,All,2019,22270
S08000026,Shetland,All,1981,26347
S08000026,Shetland,All,1982,24100
S08000026,Shetland,All,1983,22300
S08000026,Shetland,All,1984,22200
S08000026,Shetland,All,1985,22300
S08000026,Shetland,All,1986,22400
S08000026,Shetland,All,1987,22400
S08000026,Shetland,All,1988,22300
S08000026,Shetland,All,1989,22200
S08000026,Shetland,All,1990,22390
S08000026,Shetland,All,1991,22530
S08000026,Shetland,All,1992,22600
S08000026,Shetland,All,1993,22760
S08000026,Shetland,All,1994,22790
S08000026,Shetland,All,1995,22970
S08000026,Shetland,All,1996,22860
S08000026,Shetland,All,1997,22830
S08000026,Shetland,All,1998,22700
S08000026,Shetland,All,1999,22510
S08000026,Shetland,All,2000,22180
S08000026,Shetland,All,2001,21960
S08000026,Shetland,All,2002,22000
S08000026,Shetland,All,2003,21950
S08000026,Shetland,All,2004,22090
S08000026,Shetland,All,2005,22250
S08000026,Shetland,All,2006,22210
S08000026,Shetland,All,2007,22350
S08000026,Shetland,All,2008,22480
S08000026,Shetland,All,2009,22800
S08000026,Shetland,All,2010,23060
S08000026,Shetland,All,2011,23240
S08000026,Shetland,All,2012,23210
S08000026,Shetland,All,2013,23200
S08000026,Shetland,All,2014,23220
S08000026,Shetland,All,2015,23200
S08000026,Shetland,All,2016,23200
S08000026,Shetland,All,2017,23080
S08000026,Shetland,All,2018,22990
S08000026,Shetland,All,2019,22920
S08000030,Tayside,All,1981,397055
S08000030,Tayside,All,1982,395680
S08000030,Tayside,All,1983,393870
S08000030,Tayside,All,1984,392060
S08000030,Tayside,All,1985,391640
S08000030,Tayside,All,1986,389920
S08000030,Tayside,All,1987,389500
S08000030,Tayside,All,1988,388490
S08000030,Tayside,All,1989,387970
S08000030,Tayside,All,1990,390050
S08000030,Tayside,All,1991,391320
S08000030,Tayside,All,1992,394160
S08000030,Tayside,All,1993,395480
S08000030,Tayside,All,1994,395980
S08000030,Tayside,All,1995,397240
S08000030,Tayside,All,1996,395900
S08000030,Tayside,All,1997,395330
S08000030,Tayside,All,1998,394050
S08000030,Tayside,All,1999,392730
S08000030,Tayside,All,2000,390430
S08000030,Tayside,All,2001,388780
S08000030,Tayside,All,2002,388310
S08000030,Tayside,All,2003,388740
S08000030,Tayside,All,2004,390170
S08000030,Tayside,All,2005,393000
S08000030,Tayside,All,2006,395240
S08000030,Tayside,All,2007,398380
S08000030,Tayside,All,2008,401910
S08000030,Tayside,All,2009,404370
S08000030,Tayside,All,2010,407070
S08000030,Tayside,All,2011,410250
S08000030,Tayside,All,2012,411740
S08000030,Tayside,All,2013,412160
S08000030,Tayside,All,2014,413800
S08000030,Tayside,All,2015,415040
S08000030,Tayside,All,2016,415470
S08000030,Tayside,All,2017,416090
S08000030,Tayside,All,2018,416080
S08000030,Tayside,All,2019,417470
S08000028,Western Isles,All,1981,31548
S08000028,Western Isles,All,1982,31490
S08000028,Western Isles,All,1983,31380
S08000028,Western Isles,All,1984,31180
S08000028,Western Isles,All,1985,31070
S08000028,Western Isles,All,1986,30970
S08000028,Western Isles,All,1987,30460
S08000028,Western Isles,All,1988,30260
S08000028,Western Isles,All,1989,29950
S08000028,Western Isles,All,1990,29740
S08000028,Western Isles,All,1991,29330
S08000028,Western Isles,All,1992,29240
S08000028,Western Isles,All,1993,29260
S08000028,Western Isles,All,1994,29120
S08000028,Western Isles,All,1995,28810
S08000028,Western Isles,All,1996,28600
S08000028,Western Isles,All,1997,27910
S08000028,Western Isles,All,1998,27540
S08000028,Western Isles,All,1999,27210
S08000028,Western Isles,All,2000,26790
S08000028,Western Isles,All,2001,26450
S08000028,Western Isles,All,2002,26350
S08000028,Western Isles,All,2003,26430
S08000028,Western Isles,All,2004,26650
S08000028,Western Isles,All,2005,26930
S08000028,Western Isles,All,2006,27060
S08000028,Western Isles,All,2007,27210
S08000028,Western Isles,All,2008,27280
S08000028,Western Isles,All,2009,27420
S08000028,Western Isles,All,2010,27600
S08000028,Western Isles,All,2011,27690
S08000028,Western Isles,All,2012,27560
S08000028,Western Isles,All,2013,27400
S08000028,Western Isles,All,2014,27250
S08000028,Western Isles,All,2015,27070
S08000028,Western Isles,All,2016,26900
S08000028,Western Isles,All,2017,26950
S08000028,Western Isles,All,2018,26830
S08000028,Western Isles,All,2019,26720
S92000003,Scotland,Male,1981,2494860
S92000003,Scotland,Male,1982,2487335
S92000003,Scotland,Male,1983,2479075
S92000003,Scotland,Male,1984,2474623
S92000003,Scotland,Male,1985,2469514
S92000003,Scotland,Male,1986,2462311
S92000003,Scotland,Male,1987,2455403
S92000003,Scotland,Male,1988,2444319
S92000003,Scotland,Male,1989,2443165
S92000003,Scotland,Male,1990,2443865
S92000003,Scotland,Male,1991,2444515
S92000003,Scotland,Male,1992,2445272
S92000003,Scotland,Male,1993,2448419
S92000003,Scotland,Male,1994,2453342
S92000003,Scotland,Male,1995,2453353
S92000003,Scotland,Male,1996,2447020
S92000003,Scotland,Male,1997,2442322
